Morph-Lemma,Morph-Inflection
助かる,助かり
助かる,助かる
助かる,助かろ
助け,助け
助ける,助け
助ける,助けよ
助ける,助ける
助ける,助けろ
助け出す,助け出さ
助け出す,助け出し
助け出す,助け出す
助け合う,助け合う
助手,助手
助言,助言
努める,努め
努める,努めよ
努める,努める
努力,努力
励ます,励まさ
励ます,励まし
励ます,励ます
励む,励み
励む,励む
励む,励め
励む,励ん
効く,効い
効く,効か
効く,効き
効く,効く
効果,効果
効率,効率
勇敢,勇敢
勇気,勇気
勉強,勉強
動かす,動かさ
動かす,動かし
動かす,動かす
動かす,動かせ
動かす,動かそ
動き,動き
動き出す,動き出し
動き出す,動き出す
動き出す,動き出せ
動く,動い
動く,動か
動く,動き
動く,動きゃ
動く,動く
動く,動け
動く,動こ
動ける,動け
動ける,動けよ
動ける,動ける
動ける,動けん
動作,動作
動揺,動揺
動物,動物
動画,動画
動詞,動詞
勘弁,勘弁
勘違い,勘違い
勝ち,勝ち
勝つ,勝た
勝つ,勝ち
勝つ,勝っ
勝つ,勝つ
勝つ,勝て
勝つ,勝と
勝てる,勝て
勝てる,勝てりゃ
勝てる,勝てる
勝てる,勝てれ
勝てる,勝てん
勝る,勝っ
勝る,勝る
勝る,勝れ
勝利,勝利
勝手,勝手
勝負,勝負
募金,募金
募集,募集
勢い,勢い
勢力,勢力
勤める,勤め
勤める,勤める
勤務,勤務
勧める,勧め
勧める,勧める
匂い,匂い
包み込む,包み込み
包み込む,包み込む
包み込む,包み込ん
包む,包ま
包む,包み
包む,包む
包む,包め
包む,包ん
化,化
化ける,化け
化ける,化ける
北半球,北半球
北海道,北海道
匹,匹
区切る,区切っ
区切る,区切る
医療,医療
医者,医者
十,十
十分,十分
千,千
千葉,千葉
午後,午後
半,半
半ば,半ば
半分,半分
半年,半年
半袖,半袖
卒業,卒業
協力,協力
南,南
単なる,単なる
単に,単に
単位,単位
単刀直入,単刀直入
単純,単純
単語,単語
博士,博士
博多,博多
印刷,印刷
印象,印象
危ない,危な
危ない,危ない
危ない,危なかっ
危ない,危なく
危害,危害
危機,危機
危篤,危篤
危険,危険
即日,即日
卵,卵
厄介,厄介
原因,原因
原爆,原爆
原稿,原稿
厳しい,厳し
厳しい,厳しい
厳しい,厳しく
厳密,厳密
去年,去年
参加,参加
参戦,参戦
参考,参考
及ぶ,及ば
及ぶ,及び
及ぶ,及ぶ
及ぶ,及ぼ
及ぶ,及ん
友人,友人
友情,友情
友達,友達
双方,双方
反す,反し
反する,反する
反対,反対
反射,反射
反応,反応
反抗,反抗
反省,反省
反面,反面
収まる,収まっ
収まる,収まら
収まる,収まり
収まる,収まる
収まる,収まれ
収める,収める
収入,収入
収穫,収穫
収集,収集
取り,取り
取りえ,取りえ
取りはからう,取りはからっ
取り上げる,取り上げ
取り上げる,取り上げる
取り上げる,取り上げれ
取り上げる,取り上げろ
取り乱す,取り乱し
取り乱す,取り乱す
取り入れる,取り入れ
取り入れる,取り入れる
取り分,取り分
取り壊し,取り壊し
取り巻き,取り巻き
取り引き,取り引き
取り戻す,取り戻さ
取り戻す,取り戻し
取り戻す,取り戻す
取り戻す,取り戻せ
取り戻す,取り戻そ
取り戻せる,取り戻せ
取り戻せる,取り戻せる
取り扱う,取り扱い
取り扱う,取り扱う
取り扱う,取り扱っ
取り掛かる,取り掛かっ
取り掛かる,取り掛かり
取り掛かる,取り掛かる
取り柄,取り柄
取り残す,取り残さ
取り消す,取り消さ
取り消す,取り消し
取り消す,取り消す
取り消す,取り消せ
取り留める,取り留め
取り留める,取り留める
取り組む,取り組み
取り組む,取り組む
取り組む,取り組ん
取り返す,取り返し
取り返す,取り返す
取り逃がす,取り逃がし
取り逃がす,取り逃がす
取る,取っ
取る,取ら
取る,取り
取る,取る
取る,取れ
取る,取ろ
取る,取ん
取れる,取れ
取れる,取れよ
取れる,取れりゃ
取れる,取れる
取れる,取れれ
取引,取引
取得,取得
取材,取材
受かる,受かっ
受かる,受かり
受かる,受かる
受かる,受かれ
受け,受け
受ける,受け
受ける,受けよ
受ける,受ける
受ける,受けれ
受ける,受けろ
受ける,受けん
受け付ける,受け付け
受け入れ,受け入れ
受け入れる,受け入れ
受け入れる,受け入れる
受け入れる,受け入れれ
受け取る,受け取っ
受け取る,受け取ら
受け取る,受け取り
受け取る,受け取る
受け取る,受け取れ
受け取る,受け取ろ
受け止める,受け止め
受け止める,受け止める
受付,受付
受験,受験
受験生,受験生
口,口
口ぶり,口ぶり
口八丁,口八丁
口直し,口直し
口調,口調
古い,古い
古い,古き
古い,古く
古代,古代
古本,古本
古河,古河
句,句
叩く,叩い
叩く,叩か
叩く,叩き
叩く,叩く
叩く,叩こ
叫び声,叫び声
叫ぶ,叫ば
叫ぶ,叫び
叫ぶ,叫ぶ
叫ぶ,叫ん
召し上がる,召し上がっ
召し上がる,召し上がり
召し上がる,召し上がる
召し上がる,召し上がれ
可哀想,可哀想
可愛い,可愛
可愛い,可愛い
可愛い,可愛かっ
可愛い,可愛かろ
可愛い,可愛く
可愛がる,可愛がっ
可笑しい,可笑しく
可能,可能
台,台
台北,台北
台本,台本
台無し,台無し
台風,台風
叱る,叱っ
叱る,叱ら
叱る,叱り
叱る,叱る
右,右
右手,右手
右目,右目
右腕,右腕
叶う,叶い
叶う,叶う
叶う,叶っ
叶う,叶わ
号,号
号泣,号泣
号車,号車
各,各
各自,各自
合,合
合う,合い
合う,合う
合う,合え
合う,合お
合う,合っ
合う,合わ
合える,合える
合わせる,合わせ
合わせる,合わせよ
合わせる,合わせりゃ
合わせる,合わせる
合わせる,合わせれ
合わせる,合わせろ
合唱,合唱
合図,合図
合格,合格
合流,合流
合理,合理
吉崎,吉崎
同,同
同い年,同い年
同じ,同じ
同じく,同じく
同僚,同僚
同士,同士
同性,同性
同情,同情
同意,同意
同時に,同時に
同棲,同棲
同様,同様
同級生,同級生
同胞,同胞
同類,同類
名,名
名乗る,名乗っ
名乗る,名乗ら
名乗る,名乗り
名乗る,名乗る
名乗る,名乗れ
名乗る,名乗ろ
名倉,名倉
名前,名前
名所,名所
名月,名月
名物,名物
名詞,名詞
吐き出す,吐き出さ
吐き出す,吐き出し
吐き出す,吐き出す
吐く,吐い
吐く,吐か
吐く,吐き
吐く,吐く
吐く,吐け
向う,向い
向う,向っ
向かい,向かい
向き,向き
向き合う,向き合い
向き合う,向き合う
向き合う,向き合え
向き合う,向き合っ
向く,向い
向く,向か
向く,向き
向く,向く
向け,向け
向ける,向け
向ける,向ける
向ける,向けれ
向こう,向こう
向上,向上
向井,向井
君,君
君たち,君たち
否定,否定
含める,含め
含める,含めりゃ
含める,含める
吸う,吸い
吸う,吸う
吸う,吸え
吸う,吸お
吸う,吸っ
吸う,吸わ
吹き替え,吹き替え
吹き飛ばす,吹き飛ばさ
吹き飛ばす,吹き飛ばし
吹き飛ばす,吹き飛ばす
吹く,吹い
吹く,吹か
吹く,吹き
吹く,吹く
吹く,吹け
吹っ切れる,吹っ切れ
告げる,告げ
告げる,告げる
告げる,告げれ
告白,告白
周り,周り
周囲,周囲
呪文,呪文
味,味
味わう,味わい
味わう,味わう
味わう,味わお
味わう,味わっ
味わう,味わわ
味付け,味付け
味噌汁,味噌汁
味方,味方
味見,味見
呼びかける,呼びかけ
呼びかける,呼びかける
呼びつける,呼びつけ
呼びつける,呼びつける
呼び出す,呼び出さ
呼び出す,呼び出し
呼び出す,呼び出す
呼ぶ,呼ば
呼ぶ,呼び
呼ぶ,呼ぶ
呼ぶ,呼べ
呼ぶ,呼ぼ
呼ぶ,呼ん
呼吸,呼吸
命,命
命じる,命じ
命じる,命じる
命令,命令
和,和
和尚,和尚
咲く,咲い
咲く,咲か
咲く,咲き
咲く,咲く
哀れ,哀れ
哀れみ,哀れみ
品目,品目
品質,品質
員,員
哲学,哲学
唇,唇
唯一,唯一
商人,商人
商品,商品
商売,商売
商店,商店
問,問
問い合わせる,問い合わせ
問う,問い
問う,問う
問う,問お
問う,問わ
問題,問題
喉,喉
喋る,喋っ
喋る,喋ら
喋る,喋り
喋る,喋る
喋る,喋れ
喋れる,喋れ
喜び,喜び
喜ぶ,喜ば
喜ぶ,喜び
喜ぶ,喜ぶ
喜ぶ,喜べ
喜ぶ,喜ん
喧嘩,喧嘩
喫茶店,喫茶店
営み,営み
営業,営業
嘔吐,嘔吐
嘘,嘘
噂,噂
器用,器用
噴水,噴水
四,四
回,回
回す,回さ
回す,回し
回す,回しゃ
回す,回す
回す,回そ
回せる,回せ
回せる,回せる
回る,回
回る,回っ
回る,回ら
回る,回り
回る,回る
回る,回れ
回る,回ろ
回る,回ん
回れる,回れ
回れる,回れる
回れる,回れん
回復,回復
回答,回答
回路,回路
因果,因果
団体,団体
団塊,団塊
団子,団子
困る,困っ
困る,困ら
困る,困り
困る,困る
困る,困ん
困難,困難
囲む,囲ま
囲む,囲み
囲む,囲む
囲む,囲ん
図々しい,図々しい
固い,固
固い,固い
固い,固く
固める,固め
固める,固めりゃ
固める,固める
固める,固めろ
固定,固定
国,国
国人,国人
国会,国会
国内,国内
国家,国家
国民,国民
国語,国語
国際,国際
圏,圏
園,園
土,土
土下座,土下座
土地,土地
土壇場,土壇場
土曜日,土曜日
土産,土産
圧倒,圧倒
圧倒的,圧倒的
圧制,圧制
在り方,在り方
在日,在日
地,地
地上,地上
地下,地下
地位,地位
地元,地元
地図,地図
地域,地域
地平,地平
地方,地方
地獄,地獄
地球,地球
地理,地理
地震,地震
地面,地面
坂,坂
坂上,坂上
坂本,坂本
坂道,坂道
坊ちゃん,坊ちゃん
坊や,坊や
型,型
埋まる,埋まっ
埋まる,埋まる
埋める,埋め
埋める,埋めよ
埋める,埋める
城,城
執着,執着
基づく,基づい
基づく,基づき
基づく,基づく
基づく,基づけ
基本,基本
堂々,堂々
堅い,堅
堅い,堅い
堅い,堅かっ
堅い,堅く
堅い,堅くっ
堕落,堕落
報う,報わ
報告,報告
報道,報道
報酬,報酬
場,場
場合,場合
場所,場所
場面,場面
塀,塀
塁,塁
塗る,塗っ
塗る,塗ら
塗る,塗り
塗る,塗る
塗る,塗れ
塞ぎ込む,塞ぎ込ん
塞ぐ,塞い
塞ぐ,塞が
塞ぐ,塞ぐ
塞ぐ,塞げ
塩,塩
境地,境地
墓,墓
増える,増え
増える,増えりゃ
増える,増える
増える,増えれ
増やす,増やさ
増やす,増やし
増やす,増やす
増やす,増やせ
増やす,増やそ
増加,増加
墜落,墜落
壁,壁
壁際,壁際
壊す,壊さ
壊す,壊し
壊す,壊す
壊す,壊せ
壊れる,壊れ
壊れる,壊れる
士,士
声,声
売り上げ,売り上げ
売り切れる,売り切れ
売り渡す,売り渡さ
売り渡す,売り渡し
売り物,売り物
売り込む,売り込む
売り込む,売り込ん
売る,売っ
売る,売ら
売る,売り
売る,売りゃ
売る,売る
売る,売れ
売る,売ろ
売れる,売れ
売れる,売れる
売れ残り,売れ残り
売れ残る,売れ残っ
売上,売上
変,変
変える,変え
変える,変えよ
